Author,Date,Title,Journal,Journal ID,Volume,Page Start,Page End,Keword,Keword2,Reprint,LookupNumber,PDF
"Waltz, R.D. and W.P. McCafferty.",1987,"Systematics of ^Pseudocloeon^, ^Acentrella^, ^Baetiella^, and ^Liebebiella^, new genus (Ephemeroptera: Baetidae).",,217,95,553,568,"Ephemeroptera, Baetidae, Pseudocloeon, Acentrella, Baetiella, Liebebiella, revision, new genus, systematics",,0,19,1
"Waltz, R.D. and W.P. McCafferty.",1990,"^Baetis jesmondensis^ McDunnough, a new junior synonym of ^Baetis tricaudatus^ Dodds (Ephemeroptera: Baetidae).",,303,92,138,,"Ephemeroptera, Baetidae, Baetis, junior synonym",,0,23,1
"Waltz, R.D. and W.P. McCafferty.",1987.,Revision of the genus ^Cloeodes^ Traver (Ephemeroptera: Baetidae).,,15,80,191,207,"Ephemeroptera, Baetidae, Cloeodes, revision, genus, systematics",,1,79,1
"Waltz, R.D. and W.P. McCafferty.",1985.,^Moribaetis^: a new genus of Neotropical Baetidae (Ephemeroptera).,,309,87,239,251,"Ephemeroptera, Baetidae, Ephemeroptera, new genus, systematics, Moribaetis",,1,119,1
"Waltz, R.D. and W.P. McCafferty.",1985.,"Redescription and new lectotype designation for the type species of ^Pseudocloeon^, ^P. kraepelini^ Klapalek (Ephemeroptera: Baetidae).",,309,87,800,804,"Ephemeroptera, Baetidae, Pseudocloeon, systematics",,0,132,1
"Waltz, R.D. and W.P. McCafferty.",1987.,New genera of Baetidae for some Nearctic species previously included in ^Baetis^ Leach (Ephemeroptera).,,15,80,667,670,"Ephemeroptera, Baetidae, taxonomy, Baetis, Fallceon, Acerpenna, Diphetor",,1,190,1
"Waltz, R.D. and W.P. McCafferty.",1989.,"New species, redescriptions, and cladistics of the genus ^Pseudocentroptiloides^ (Ephemeroptera: Betidae).",,217,97,151,158,"Ephemeroptera, Baetidae, Pseudocentroptiloides, systematics",,1,191,1
"Waltz, R.D. and W.P. McCafferty.",1987.,New genera of Baetidae (Ephemeroptera) from Africa.,,309,89,95,99,"Ephemeroptera, Baetidae, Pseudopannota, Ophelmatostoma, Acanthiops, systematics, Africa, new genera",,1,193,1
"Waltz, R.D. and W.P. McCafferty.",1987.,Generic revision of ^Cloeodes^ and description of two new genera (Ephemeroptera: Baetidae).,,309,89,177,184,"Ephemeroptera, Baetidae, Cloeodes, Bernerius, Chopralla, systematics, new genera",,1,194,1
"Waltz, R.D. and W.P. McCafferty.",1994.,^Cloeodes^ (Ephemeroptera: Baetidae) in Africa.,,423,16,165,169,"Ephemeroptera, Baetidae, Cloeodes inzingae, Africa, systematics, taxonomy,",,0,419,0
"Waltz, R.D. and W.P. McCafferty.",1997.,New generic synonymies in Baetidae (Ephemeroptera).,,141,108,134,140,"Baetidae, Alainites, Baetiella, Baetis, Diphetor, labiobaetis, Nigrobaetis, Takobia",,0,519,1
"Waltz, R.D. and W.P. McCafferty.",1999.,"Additions to the taxonomy of ^Americbaetis^ (Ephemeroptera: Baetidae): ^A. lugoi^, n.sp., adult of ^A. robacki^, and key to larvae.",,141,110,39,44,"Baetidae, Americabaetis, South America, taxonomy",,1,813,0
"Waltz, R.D., D.E. Baumgardner, and J.H. Kennedy.",1996.,An atypical larval color form of ^Baetis intercalaris^ (Ephemeroptera: Baetidae) from Pennsylvania and the Kiamichi River basin of southeastern Oklahoma.,,141,107,83,87,"Ephemeroptera, Baetidae, Baetis intercalaris, Oklahoma, Pennsylvania, ecology",,1,495,1
"Waltz, R.D., G.F. Edmunds, Jr., and Gary Lester.",1998.,"New distributions for ^Raptoheptagenia cruentata^ and ^Ametropus neavei^ (Ephemeroptera: Heptageniidae, Ametropodidae).",,141,109,213,214,"Heptageniidae, Raptoheptagenia, Ametropus",,1,579,0
"Waltz, R.D., Peter Ode, and Jon Lee",1998.,Cloeodes excogitatus (Ephemeroptera: Baetidae) in Northern California.,,141,109,215,216,"Baetidae, California, Cloeodes",,1,556,0
"Waltz, R.D., W.P. McCafferty, and A. Thomas.",1994.,"Systematics of ^Alainities^ n. gen., ^Diphetor^, ^Indobaetis^, ^Nigrobaetis^, n. stat., and ^Takobia^, n. stat. (Ephemeroptera, Baetidae).",,102,130,33,36,"Ephemeroptera, Baetidae, Alainities, Diphetor, Indobaetis, Nigrobaetis, Takobia, Baetis muticus, systematics",,1,439,1
"Waltz, R.D.; W.P. McCafferty, and J.H. Kennedy.",1985.,^Barbaetis^: a new genus of eastern Nearctic Mayflies (Ephemeroptera: Baetidae).,,175,18,18,165,"Ephemeroptera, Baetidae, Barbaetis, benfieldi",,0,251,1
"Wang, T.-Q. and W.P. McCafferty.",1996.,Redescription and reclassification of the South American mayfly ^Melanemerella brasiliana^ (Ephemeroptera: Leptophlebiidae).,,141,107,99,103,"Ephemeroptera, Leptophlebiidae, Ephemerellidae, Tricorythidae, Brazil, Melanemerella",,1,487,1
"Wang, T.-Q. and W.P. McCafferty.",1995.,Specific assignments in ^Ephemerellina^ and ^Vietnamella^ (Ephemeroptera: Ephemerellidae).,,141,106,193,194,"Ephemerellidae, Ephemerellina, Vietnamella",,1,516,1
"Wang, T.-Q. and W.P. McCafferty.",2004.,Heptageniidae (Ephemeroptera) of the World. Part I:  Phylogenetic higher classification.,,376,130,11,45,"Heptageniidae, phylogeny, evolution",,1,902,0
"Wang, T.-Q., W.P. McCafferty, and G.F. Edmunds, Jr.",1995.,Larva and adult of ^Teloganella^ (Ephemeroptera: Pannota) and assessment of familial classification.,,15,88,324,327,"Pannota, Teloganella, systematics",,1,811,0
"Wang, T.-Q., W.P. McCafferty, and Y.J. Bae.",1997.,Sister relationships of the Neoephemeridae and Caenidae (Ephemeroptera: Pannota).,,141,108,52,56,"Pannota, Caenidae, Neoephemeridae",,1,812,0
"Wang, T.Q. and W.P. McCafferty.",1996.,New genus of Teloganodinae (Ephemeroptera: Pannota: Ephemerellidae) from Sri Lanka.,,102,132,15,18,"Ephemerellidae, Teloganodinae, Macafertiella, Sri Lanka",,1,633,1
"Wang, T.Q. and W.P. McCafferty.",1996.,New diagnositc characters for the mayfly family Baetidae (Ephemeroptera).,,141,107,207,212,"Baetidae, characters",,1,652,0
"Wang, T.Q., R.W. Sites, and W.P. McCafferty.",1998.,Two new species of ^Leptohyphes^ (Ephemeroptera: Leptohyphidae) from Ecuador.,,165,81,68,75,"Leptohyphidae, Leptohyphes, Ecuador",,1,677,0
"Webb, J. M., and W. P. McCafferty.",2008,Heptageniidae of the World. Part II: Key to the Genera,Canadian Journal of Arthropod Identification,,7,1,55,"Heptageniidae, World",PDF,0,1145,1
"Webb, J.M. & W.P. McCafferty.",2006.,First description of the adult male of ^Epeorus aculeatus^ Braasch (Ephemeroptera: Heptageniidae).,,1917,1277,65,68,"Heptageniidae, Epeorus aculeatus, Asia, Thailand",PDF,0,1069,1
"Webb, J.M. and W.P. McCafferty.",2003.,"New records of mayflies (Ephemeroptera) from Alberta, Canada.",,141,114,230,232,"Alberta, Canada, new records, Asioplax edmundsi",,0,905,0
"Webb, J.M. and W.P. McCafferty.",2006.,Contribution to the taxonomy of Eastern North American ^Epeorus^ Eaton (Ephemeroptera: Heptageniidae),,1917,1128,57,64,"Heptageniidae, Epeorus, North America",,0,1045,1
"Webb, J.M., D. Braasch, and W.P. McCafferty.",2006.,Reevaluation of the genera ^Compsoneuria^ Eaton and ^Trichogenia^ Braasch and Sold[a]n (Ephemeroptera: Heptageniidae).,,1917,1335,55,68,"Heptageniidae, Compsoneuria, Trichogenia, systematics",PDF,0,1097,1
"Webb, J.M., D.W. Parker, D.M. Lehmkuhl, and W.P. McCafferty.",2004.,"Additions and emendations to the mayfly (Ephemeroptera) fauna of Saskatchewan, Canada.",,141,115,213,218,"Saskatchewan, Canada, biodiversity, new records",,0,965,0
"Webb, J.M., L. Sun, W.P. McCafferty, and V.R. Ferris.",2007.,A new species and new synonym in ^Heptagenia^ Walsh (Ephemeroptera: Heptageniidae: Heptageniinae) based on molecular and morphological evidence.,,1775,7,1,16,"Heptageniidae, Heptagenia whitingi",PDF,0,1131,1
"Webb, J.M., MCCafferty, W.P.",2008,Heptageniidae of the world. Part II: Key to the Genera,Canadian Journal of Arthropod Identification,,7,1,55,"Ephemeroptera, Heptageniidae",,0,1152,1
"Webb, J.M., W.P. McCafferty, and D.M. Lehmkuhl.",2002.,The larval stage of ^Heptagenia adaequata^ (Ephemeroptera: Heptageniidae).,,141,113,289,293,"Heptageniidae, Heptagenia adaequata",,0,881,0
"Weber, R.G.",1987.,An underwater light trap for collecting bottom-dwelling aquatic insects.,,141,98,246,252,"light traps, collecting, Ephemeroptera, Ephemerellidae, Heptageniidae, Leptophlebiidae",,0,361,1
"Wester, Edward E. and George W. Folkerts.",1987,"The mayfly, ^Dolania americana^, (Ephemeroptera: Behningiidae) in Alabama.",,141,98,253,254,"Ephemeroptera, Behningiidae, Dolania americana, distribution, Alabama",,0,177,1
"Wheeler, Ward C., Michael Witing, Quentin D. Wheeler, and James M. Carpenter.",2001,The phylogeny of the Extant Hexapod Orders.,Cladistics,,17,113,169,"Phylogeny, Hexapod, evolution",PDF,0,1070,1
"Whiting, E.R.",1992.,"New records of mayflies (Ephemeroptera) from Nova Scotia and New Brunswick, Canada.",,141,103,185,192,"Brunswick, Canada, biodiversity, survey, new records",,0,390,1
"Whiting, E.R. and D.M. Lehmkuhl.",1987.,"^Acanthomola pubescens^, a new genus and species of Heptageniidae (Ephemeroptera) from western Canada.",,116,119,409,471,"Heptageniidae, Acanthomola, pubescens",,0,248,1
"Whiting, E.R. and D.M. Lehmkuhul.",1987.,"^Raptoheptagenia cruentata^, gen. nov. (Ephemeroptera: Heptageniidae), new association of the larva previously thought to be ^Anepeorus^ with the adult of ^Heptagenia cruentata^ Walsh.",,116,119,405,407,"Raptoheptagenia, cruentata, Anepeorus Heptagenia, cruentata, Heptageniidae",,0,247,1
"Wichard, W., P.T.P. Tsui, A.M-v. Dewall.",1975.,"Chloride cells of the larvae of ^Caenis diminuta^ Walker (Ephemeroptera, Caenidae) under different salinity.",,1886,60,705,709,"Caenidae, Caenis, chloride cells, osmoregulation, Caenis",,1,646,1
"Wiersema, N.A.",1998.,"^Camelobaetidius variabilis^ (Ephemeroptera: Baetidae), a new species from Texas, Oklahoma, and Mexico.",,141,109,21,26,"Baetidae, Texas, Mexico, Oklahoma, Camelobaetidius variabilis",,0,534,0
"Wiersema, N.A.",1998.,Newly reported and little known mayflies (Ephemeroptera) of Texas.,,141,109,27,32,"Ephemeroptera, Texas, Baetidae, Baetis, Labiobaetis, Procloeon, Ephemerellidae, Ephemerella, Leptophlebiidae, Leptophlebia, Polymitarcyidae, Ephoron",,0,535,0
"Wiersema, N.A.",1999.,Two new species of ^Procloeon^ (Ephemeroptera: Baetidae) from Texas.,,141,110,27,35,"Baetidae, Procloeon, Texas",,1,573,0
"Wiersema, N.A.",1999.,"^Plauditus texanus^ (Ephemeroptera: Baetidae), a new small minnow mayfly from Texas.",,141,110,281,284,"Plauditus, Texas, new species, Baetidae",,1,643,1
"Wiersema, N.A.",2003.,"^Acerpenna sulfurosus^, comb. n. (Ephemeroptera: Baetidae).",,141,114,55,,"Baetidae, Acerpenna sulfurosus",,0,855,0
"Wiersema, N.A.",2003,"Acerpenna Sulfurosus, Comb. N. (Ephemeroptera: Baetidae)",Scientific Note,,114,1,,"Baetidae, Acerpenna sulfurosus",,0,1164,1
"Wiersema, N.A. and D.E. Baumgardner.",2000.,Distribution and taxonomic contributions to the Ephemeroptera fauna of Mexico and Central America.,,141,111,60,66,"Mexico, Central America, new records, Cloeodes waltzi",,1,681,0
"Wiersema, N.A. and L.S. Long.",2000.,"^Plauditus grandis^ (Ephemeroptera: Baetidae), a new small minnow mayfly from Tennessee.",,141,111,45,48,"Plauditus, Tennessee, Baetidae",,1,641,1
"Wiersema, N.A. and S.K. Burian.",1999.,^Centroptilum ozarkensum^ (Ephemeroptera: Baetidae) a new long-clawed baetid from Missouri.,,214,72,177,180,"Baetidae, Missouri, Centroptilum",,1,647,1
"Wiersema, N.A. and W.P. McCafferty.",1998.,"A new species of ^Pseudocentroptiloides^ (Ephemeroptera: Baetidae), with revisions to other previously unnamed baetid species from Texas.",,141,109,110,116,"Baetidae, Pseudocentroptiloides moriharia, Texas",,0,545,0
"Wiersema, N.A. and W.P. McCafferty.",1999.,^Americabaetis^ (Ephemeroptera: Baetidae) from Texas: First USA record and adult description of ^A. pleturus^.,,141,110,36,38,"Baetidae, Americabaetis, Texas",,1,572,0
"Wiersema, N.A. and W.P. McCafferty.",2000.,Generic Revision of the North and Central American Leptohyphidae (Ephemeroptera: Pannota).,,376,126,337,371,"Leptohyphidae, revision, Asioplax, Vacupernius, Epiphrades, Homoleptohyphes",,1,699,1
"Wiersema, N.A. and W.P. McCafferty.",2003.,^Ableptemetes^: a new genus of Tricorythodinae (Ephemeroptera: Leptohyphidae) from Mexico and Central America.,,141,114,37,40,"Leptohyphidae, Ableptemetes, Tricorythopsis",,0,856,0
"Wiersema, N.A. and W.P. McCafferty.",2004.,New specific synonyms and records of North American ^Centroptilum^ and ^Procloeon^ (Ephemeroptera: Baetidae).,,141,115,121,128,"Baetidae, Procloeon, Centroptilum",,0,956,0
"Wiersema, N.A. and W.P. McCafferty.",2005.,Contribution to the taxonomy of ^Asioplax^ (Ephemeroptera: Leptohyphidae: Tricorythodinae) in the New World.,,141,116,147,158,"Leptohyphidae, Asioplax",,0,978,0
"Wiersema, N.A., C.R. Nelson, and K.F. Kuehnl.",2004.,"A new small minnow mayfly (Ephemeroptera: Baetidae) from Utah, U.S.A.",,141,115,139,145,"Baetidae, Baetis, taxonomy",,0,959,0
"Wiersema, N.A., W.P. McCafferty, and D.E. Baumgardner.",2001.,"^Asioplax numinuh^, a new species of Ephemeroptera (Leptohyphidae) from Texas and Mexico.",,141,112,301,304,"Leptohyphidae, Asioplax numinuh",,1,780,0
"Wilhm, J., H. Namminga, and C. Ferraris.",1978,"Species composition and diversity of benthic macroinvertebrates in Greasy Creek, Red Rock Creek and the Arkansas River.",,29,99,444,453,"Oklahoma, biodiversity, Ephemeridae, Hexagenia, Baetidae, Caenidae, Caenis, Polymitarcyidae, Campsurus, Choroterpes, Isonychia, Pseudocloeon, Tricorythodes, Heptageniidae, Heptagenia, leucrocuta maculipennis, Stenonema",,0,35,1
"Wilhm, J.L. and T.C. Dorris.",1966.,Species diversity of benthic macroinvertebrates in a stream receiving domestic and oil refinery effluents.,,29,76,427,449,"ecology, pollution, oil effluents, Ephemeroptera, Oklahoma, Caenis, Stenonema, Hexagenia",,0,323,1
"Will, Kipling W. and Daniel Rubinoff.",2004,Myth of the molecule:  DNA barcodes for species cannot replace morphology for identification and classification.,Cladistics,,20,47,55,"molecular, molecule, DNA",,0,1002,0
"Winget, R.N. and F.A. Mangum.",1991.,"Environmental profile of ^Tricorythodes minutus^ Traver (Ephemeroptera, Tricorythide) in the Western United States.",,1614,6,335,344,"life cycle, environmental profile, ecology, Tricorythodes minutus",,0,706,1
"Winterbourn, M.J.",1978.,The macroinvertebrate fauna of a New Zealand forest stream.,,279,5,157,169,"life history, New Zealand, ecology, Ephemeroptera, Leptophlebiidae, Siphlonuridae, stream ecology",,0,336,1
"Wolda, Henk and R.W. Flowers.",1985.,"Seasonality and diversity of mayfly adults (Ephemeroptera) in a ""nonseasonal"" tropical environment.",,57,17,330,335,"Panama, ecology",,0,653,0
"Woody, T.",1993.,Grassroots in action: the Sierra Club's role in the campaign to restore the Kissimmee River.,,1509,12,201,205,"Sierra Club, conservation, Florida, Kissimmee River, environmentalism",,0,406,1
"Wootoon, R.J., J. Kukalova-Peck, D.J.S. Newman and J. Muzon.",1998.,Smart engineering in the mid-Carboniferous:  how well could Palaeozoic dragonflies fly?,,1835,282,749,751,"Carboniferous, wings, flight, Odonatoidea",,0,947,0
"Wootton, R.J. and J. Kukalova-Peck.",2000.,Flight adaptations in Palaeozoic Palaeoptera,,90,75,129,167,"Palaeozoic, Palaeoptera, flight, evolution",,1,799,0
"Wright, L.L. and J.S. Mattice.",1985.,Emergence patterns of ^Hexagenia bilineata^: Integration of laboratory and fiel data.,,1830,4,109,124,"Ephemeroptera, Ephemeridae, Hexagenia, life history, emergence",,0,110,1
"Wuillot, J. and M.T. Gillies.",1994.,"^Dicentroptilum^, a new genus of mayflies (Baetidae, Ephemeroptera) from Africa.",,423,16,13,140,"Ephemeroptera, Baetidae, Dicentroptilum papillosum, spinulosum, Africa, systematics, taxonomy",,0,418,0
"Wuillot, Jean and M.T. Gillies.",1993,"New species of ^Afroptilum^ (Baetidae, Ephemeroptera) from West Africa.",Rev. Hydrobiol. trop.,0,26,269,277,"Baetidae, Afroptilum, Africa",,0,1067,1
"Wuillot, Jean and M.T. Gillies.",1993,"^Cheleocloeon^, a new genus of Baetidae (Ephemeroptera) from West Africa.",Rev. Hydrobiol. trop.,0,26,213,217,"Baetidae, Cheleocloeon, Africa",PDF,0,1076,1
"You, Da-Shou and Cui-Rong Su.",1987,A new species of ^Vietnamella^ from China.,Acta Zootaxonomica Sinica.,,12,176,179,"Vietnamella, China",,0,1027,1
"Zamora-Munoz, C; Sanchez-Ortega, A., and J. Alba-Tercedor.",1993.,"Physico-chemical factors that determine the distribution of mayflies and stoneflies in a high-mountain stream in southern Europe (Sierra Nevada, Southern Spain).",,423,1,11,20,"statistics, ecology, multiple regression",,0,278,1
"Zhou, C.-F. and J.G. Peters.",2004.,"A new subgenus of ^Rhithrogena^ from China, with description of a new species (Ephemeroptera: Heptageniidae)",,15,97,898,902,"Heptageniidae, Rhithrogena unica, China",,1,929,0
"Zhou, C.F. and J.G. Peters.",2003.,The nymph of Siphluriscus chinensis and additional imaginal description: a living mayfly with Jurassic origins (Siphluriscidae new family: Ephemeroptea).,,165,86,345,352,"Siphluriscus, Stackelbergisca, Siphluriscidae, phylogeny, China, Jurassic",,0,918,0
"Zhou, C.F., Luke M. Jacobus, and W.P. McCafferty.",2006.,Scientific Note:  New synonyms of ^Serratella jinghongensis^ (Ephemeroptera: Ephemerellidae) from China.,,141,117,237,238,"Ephemerellidae, China, Serratella",,0,1060,0
"Zhou, Chang-Fa",2004.,A new species of genu ^Gilliesia^ Peters & Edmunds from China (Ephemeroptera: Leptophlebiidae),,1917,421,1,4,"China, Gilliesa, Leptophlebiidae",,0,1038,1
"Zhou, Chang-Fa and Le-Yi Zheng.",2004.,"The genus ^Prosopistoma^ from China, with descriptions of two new species (Ephemeroptera: Prosopistomatidae).",,423,26,3,8,"Prosopistomatidae, Prosopistoma, China",,0,942,0
"Zhou, Chang-Fa, Cui-Rong SU, and Hong GUI.",2000,The first record of the genus ^Torleya^ in China with description of a new species (Ephemeroptera: Ephemerellidae).,Acta Zootaxonomica Sinica.,0,25,312-314,,"Ephemerellidae, China, Torleya",,0,1033,1
"Zhou, Chang-Fa, Lu Sun, and W.P. McCafferty.",2004.,A new species of ^Brachycercus^ Curtis (Ephemeroptera: Caenidae) from China.,,309,106,312,318,"Caenidae, Brachycercus, China",,0,858,1
"Zhou, Chang-Fa, Lu Sun, and W.P. McCafferty.",2003.,A new species of ^Caenoculis^ Soldan from China (Ephemeroptera: Caenidae),,323,79,185,191,"Caenidae, Caenoculis, China",,0,1055,1
"Zloty, Jacek.",1996.,"A revision of the Nearctic ^Ameletus^ mayflies based on adult males, with descriptions of seven new species (Ephemeroptera: Ameletidae).",,116,128,293,346,"Ephemeroptera, Ameletidae, Ameletus, systematics, taxonomy",,1,498,1
"Zloty, Jacek.",1997,Larvae and adults of ^Ameletus^ mayflies (Ephemeroptera: Ameletidae) from Alberta,,116,129,251,289,"Ameletidae, Ameletus",,1,886,0
"Zuellig, R.E., B.C. Kondratieff, J.P. Schmidt, R.S. Durfee, D.E. Ruiter, and I.E. Prather.",2006.,"An annotated list of aquatic insects of Fort Still, Oklahoma, excluding Diptera with notes on several new state records.",,214,79,34,54,"Ephemeroptera, Oklahoma, Fort Sill",PDF,0,1102,1
